enhancerID,enhancerName,chromosomeNumberAsReported,startAsReported,endAsReported,genomeAssemblyAsReported,organism,hg38Chromosome,hg38Start,hg38End,geneName,geneID,organ,tissue,cell,functionalYN,methodAssay,relevantText,page,title,firstAuthor,pubYear,journal,volumePageNumber,doi,pmid,curator,comments
463,R18,10,114793343,114796279,hg19,Human,10,113033584,113036520,Unknown,Unknown,Cell Line,,MIN6 Insulinoma Cell Line,Y,Luciferase Assay,Sequences spanning the entire GWAS association interval were cloned and tested using cell-based luciferase assays. We generated 28 constructs spanning 93.2 kb of TCF7L2 intronic sequence (Fig. 1a).,123,In vitro scan for enhancers at the TCF7L2 locus,"Savic, D.",2013,Diabetologia,"56, 121-125",10.1007/s00125-012-2730-y,23011354,Charmaine,
464,R21,10,114799764,114803431,hg19,Human,10,113040005,113043672,Unknown,Unknown,Cell Line,,Neuro-2a Cell Line,Y,Luciferase Assay,Sequences spanning the entire GWAS association interval were cloned and tested using cell-based luciferase assays. We generated 28 constructs spanning 93.2 kb of TCF7L2 intronic sequence (Fig. 1a).,123,In vitro scan for enhancers at the TCF7L2 locus,"Savic, D.",2013,Diabetologia,"56, 121-125",10.1007/s00125-012-2730-y,23011354,Charmaine,
465,R22,10,114803305,114804589,hg19,Human,10,113043546,113044830,Unknown,Unknown,Cell Line,,HCT-116 Cell Line,Y,Luciferase Assay,Sequences spanning the entire GWAS association interval were cloned and tested using cell-based luciferase assays. We generated 28 constructs spanning 93.2 kb of TCF7L2 intronic sequence (Fig. 1a).,123,In vitro scan for enhancers at the TCF7L2 locus,"Savic, D.",2013,Diabetologia,"56, 121-125",10.1007/s00125-012-2730-y,23011354,Charmaine,
465,R22,10,114803305,114804589,hg19,Human,10,113043546,113044830,Unknown,Unknown,Cell Line,,Neuro-2a Cell Line,Y,Luciferase Assay,Sequences spanning the entire GWAS association interval were cloned and tested using cell-based luciferase assays. We generated 28 constructs spanning 93.2 kb of TCF7L2 intronic sequence (Fig. 1a).,123,In vitro scan for enhancers at the TCF7L2 locus,"Savic, D.",2013,Diabetologia,"56, 121-125",10.1007/s00125-012-2730-y,23011354,Charmaine,
465,R22,10,114803305,114804589,hg19,Human,10,113043546,113044830,Unknown,Unknown,Cell Line,,C2C12 Cell Line,Y,Luciferase Assay,Sequences spanning the entire GWAS association interval were cloned and tested using cell-based luciferase assays. We generated 28 constructs spanning 93.2 kb of TCF7L2 intronic sequence (Fig. 1a).,123,In vitro scan for enhancers at the TCF7L2 locus,"Savic, D.",2013,Diabetologia,"56, 121-125",10.1007/s00125-012-2730-y,23011354,Charmaine,
465,R22,10,114803305,114804589,hg19,Human,10,113043546,113044830,Unknown,Unknown,Cell Line,,U2OS Cell Line,Y,Luciferase Assay,Sequences spanning the entire GWAS association interval were cloned and tested using cell-based luciferase assays. We generated 28 constructs spanning 93.2 kb of TCF7L2 intronic sequence (Fig. 1a).,123,In vitro scan for enhancers at the TCF7L2 locus,"Savic, D.",2013,Diabetologia,"56, 121-125",10.1007/s00125-012-2730-y,23011354,Charmaine,
466,R25,10,114813428,114818344,hg19,Human,10,113053669,113058585,Unknown,Unknown,Cell Line,,HCT-116 Cell Line,Y,Luciferase Assay,Sequences spanning the entire GWAS association interval were cloned and tested using cell-based luciferase assays. We generated 28 constructs spanning 93.2 kb of TCF7L2 intronic sequence (Fig. 1a).,123,In vitro scan for enhancers at the TCF7L2 locus,"Savic, D.",2013,Diabetologia,"56, 121-125",10.1007/s00125-012-2730-y,23011354,Charmaine,
466,R25,10,114813428,114818344,hg19,Human,10,113053669,113058585,Unknown,Unknown,Cell Line,,Neuro-2a Cell Line,Y,Luciferase Assay,Sequences spanning the entire GWAS association interval were cloned and tested using cell-based luciferase assays. We generated 28 constructs spanning 93.2 kb of TCF7L2 intronic sequence (Fig. 1a).,123,In vitro scan for enhancers at the TCF7L2 locus,"Savic, D.",2013,Diabetologia,"56, 121-125",10.1007/s00125-012-2730-y,23011354,Charmaine,
466,R25,10,114813428,114818344,hg19,Human,10,113053669,113058585,Unknown,Unknown,Cell Line,,C2C12 Cell Line,Y,Luciferase Assay,Sequences spanning the entire GWAS association interval were cloned and tested using cell-based luciferase assays. We generated 28 constructs spanning 93.2 kb of TCF7L2 intronic sequence (Fig. 1a).,123,In vitro scan for enhancers at the TCF7L2 locus,"Savic, D.",2013,Diabetologia,"56, 121-125",10.1007/s00125-012-2730-y,23011354,Charmaine,
466,R25,10,114813428,114818344,hg19,Human,10,113053669,113058585,Unknown,Unknown,Cell Line,,U2OS Cell Line,Y,Luciferase Assay,Sequences spanning the entire GWAS association interval were cloned and tested using cell-based luciferase assays. We generated 28 constructs spanning 93.2 kb of TCF7L2 intronic sequence (Fig. 1a).,123,In vitro scan for enhancers at the TCF7L2 locus,"Savic, D.",2013,Diabetologia,"56, 121-125",10.1007/s00125-012-2730-y,23011354,Charmaine,
467,"SNPrs7903146
Protective Allele > C; Risk Allele > T",10,114758268,114758506,hg19,Human,10,112998509,112998747,Unknown,Unknown,Cell Line,,MIN6 Insulinoma Cell Line,Y,Luciferase Assay,We also tested short sequences spanning SNP rs7903146 for potential allelic differences in our cell panel (Fig. 2).,123,In vitro scan for enhancers at the TCF7L2 locus,"Savic, D.",2013,Diabetologia,"56, 121-125",10.1007/s00125-012-2730-y,23011354,Charmaine,
468,"SNPrs7903146
Risk Allele > T; Protective Allele > C",10,114758268,114758506,hg19,Human,10,112998509,112998747,Unknown,Unknown,Cell Line,,C2C12 Cell Line,Y,Luciferase Assay,We also tested short sequences spanning SNP rs7903146 for potential allelic differences in our cell panel (Fig. 2).,123,In vitro scan for enhancers at the TCF7L2 locus,"Savic, D.",2013,Diabetologia,"56, 121-125",10.1007/s00125-012-2730-y,23011354,Charmaine,
476,BCE1,2,19319749,19322150,hg19,Human,2,19119988,19122389,Unknown,Unknown,Cell Line,,HMEC Cell Line,Y,Luciferase Assay,"We selected the best 11 SNP regions for cloning, based on the number of chromatin biofeatures (5 or more coinciding biofeatures), and named them breast cancer enhancer 1 (BCE1) through BCE11 (Table S10).",e63925,Comprehensive Functional Annotation of Seventy-One Breast Cancer Risk Loci,"Rhie, S. K.",2013,PLOS One,"8, e63925",10.1371/journal.pone.0063925,23717510,Charmaine,
477,BCE2,2,19323777,19324820,hg19,Human,2,19124016,19125059,Unknown,Unknown,Cell Line,,MDAMB231 Cell Line,Y,Luciferase Assay,"We selected the best 11 SNP regions for cloning, based on the number of chromatin biofeatures (5 or more coinciding biofeatures), and named them breast cancer enhancer 1 (BCE1) through BCE11 (Table S10).",e63925,Comprehensive Functional Annotation of Seventy-One Breast Cancer Risk Loci,"Rhie, S. K.",2013,PLOS One,"8, e63925",10.1371/journal.pone.0063925,23717510,Charmaine,
477,BCE2,2,19323777,19324820,hg19,Human,2,19124016,19125059,Unknown,Unknown,Cell Line,,MCF10A Cell Line,Y,Luciferase Assay,"We selected the best 11 SNP regions for cloning, based on the number of chromatin biofeatures (5 or more coinciding biofeatures), and named them breast cancer enhancer 1 (BCE1) through BCE11 (Table S10).",e63925,Comprehensive Functional Annotation of Seventy-One Breast Cancer Risk Loci,"Rhie, S. K.",2013,PLOS One,"8, e63925",10.1371/journal.pone.0063925,23717510,Charmaine,
477,BCE2,2,19323777,19324820,hg19,Human,2,19124016,19125059,Unknown,Unknown,Cell Line,,HMEC Cell Line,Y,Luciferase Assay,"We selected the best 11 SNP regions for cloning, based on the number of chromatin biofeatures (5 or more coinciding biofeatures), and named them breast cancer enhancer 1 (BCE1) through BCE11 (Table S10).",e63925,Comprehensive Functional Annotation of Seventy-One Breast Cancer Risk Loci,"Rhie, S. K.",2013,PLOS One,"8, e63925",10.1371/journal.pone.0063925,23717510,Charmaine,
478,BCE3,3,27391058,27392178,hg19,Human,3,27349567,27350687,Unknown,Unknown,Cell Line,,MDAMB231 Cell Line,Y,Luciferase Assay,"We selected the best 11 SNP regions for cloning, based on the number of chromatin biofeatures (5 or more coinciding biofeatures), and named them breast cancer enhancer 1 (BCE1) through BCE11 (Table S10).",e63925,Comprehensive Functional Annotation of Seventy-One Breast Cancer Risk Loci,"Rhie, S. K.",2013,PLOS One,"8, e63925",10.1371/journal.pone.0063925,23717510,Charmaine,
478,BCE3,3,27391058,27392178,hg19,Human,3,27349567,27350687,Unknown,Unknown,Cell Line,,MCF10A Cell Line,Y,Luciferase Assay,"We selected the best 11 SNP regions for cloning, based on the number of chromatin biofeatures (5 or more coinciding biofeatures), and named them breast cancer enhancer 1 (BCE1) through BCE11 (Table S10).",e63925,Comprehensive Functional Annotation of Seventy-One Breast Cancer Risk Loci,"Rhie, S. K.",2013,PLOS One,"8, e63925",10.1371/journal.pone.0063925,23717510,Charmaine,
478,BCE3,3,27391058,27392178,hg19,Human,3,27349567,27350687,Unknown,Unknown,Cell Line,,HMEC Cell Line,Y,Luciferase Assay,"We selected the best 11 SNP regions for cloning, based on the number of chromatin biofeatures (5 or more coinciding biofeatures), and named them breast cancer enhancer 1 (BCE1) through BCE11 (Table S10).",e63925,Comprehensive Functional Annotation of Seventy-One Breast Cancer Risk Loci,"Rhie, S. K.",2013,PLOS One,"8, e63925",10.1371/journal.pone.0063925,23717510,Charmaine,
479,BCE4,5,44875448,44876553,hg19,Human,5,44875346,44876451,Unknown,Unknown,Cell Line,,MCF7 Cell Line,Y,Luciferase Assay,"We selected the best 11 SNP regions for cloning, based on the number of chromatin biofeatures (5 or more coinciding biofeatures), and named them breast cancer enhancer 1 (BCE1) through BCE11 (Table S10).",e63925,Comprehensive Functional Annotation of Seventy-One Breast Cancer Risk Loci,"Rhie, S. K.",2013,PLOS One,"8, e63925",10.1371/journal.pone.0063925,23717510,Charmaine,
479,BCE4,5,44875448,44876553,hg19,Human,5,44875346,44876451,Unknown,Unknown,Cell Line,,MDAMB231 Cell Line,Y,Luciferase Assay,"We selected the best 11 SNP regions for cloning, based on the number of chromatin biofeatures (5 or more coinciding biofeatures), and named them breast cancer enhancer 1 (BCE1) through BCE11 (Table S10).",e63925,Comprehensive Functional Annotation of Seventy-One Breast Cancer Risk Loci,"Rhie, S. K.",2013,PLOS One,"8, e63925",10.1371/journal.pone.0063925,23717510,Charmaine,
479,BCE4,5,44875448,44876553,hg19,Human,5,44875346,44876451,Unknown,Unknown,Cell Line,,MCF10A Cell Line,Y,Luciferase Assay,"We selected the best 11 SNP regions for cloning, based on the number of chromatin biofeatures (5 or more coinciding biofeatures), and named them breast cancer enhancer 1 (BCE1) through BCE11 (Table S10).",e63925,Comprehensive Functional Annotation of Seventy-One Breast Cancer Risk Loci,"Rhie, S. K.",2013,PLOS One,"8, e63925",10.1371/journal.pone.0063925,23717510,Charmaine,
479,BCE4,5,44875448,44876553,hg19,Human,5,44875346,44876451,Unknown,Unknown,Cell Line,,HMEC Cell Line,Y,Luciferase Assay,"We selected the best 11 SNP regions for cloning, based on the number of chromatin biofeatures (5 or more coinciding biofeatures), and named them breast cancer enhancer 1 (BCE1) through BCE11 (Table S10).",e63925,Comprehensive Functional Annotation of Seventy-One Breast Cancer Risk Loci,"Rhie, S. K.",2013,PLOS One,"8, e63925",10.1371/journal.pone.0063925,23717510,Charmaine,
480,BCE5,8,128351899,128353121,hg19,Human,8,127339654,127340876,Unknown,Unknown,Cell Line,,MCF7 Cell Line,Y,Luciferase Assay,"We selected the best 11 SNP regions for cloning, based on the number of chromatin biofeatures (5 or more coinciding biofeatures), and named them breast cancer enhancer 1 (BCE1) through BCE11 (Table S10).",e63925,Comprehensive Functional Annotation of Seventy-One Breast Cancer Risk Loci,"Rhie, S. K.",2013,PLOS One,"8, e63925",10.1371/journal.pone.0063925,23717510,Charmaine,
480,BCE5,8,128351899,128353121,hg19,Human,8,127339654,127340876,Unknown,Unknown,Cell Line,,MDAMB231 Cell Line,Y,Luciferase Assay,"We selected the best 11 SNP regions for cloning, based on the number of chromatin biofeatures (5 or more coinciding biofeatures), and named them breast cancer enhancer 1 (BCE1) through BCE11 (Table S10).",e63925,Comprehensive Functional Annotation of Seventy-One Breast Cancer Risk Loci,"Rhie, S. K.",2013,PLOS One,"8, e63925",10.1371/journal.pone.0063925,23717510,Charmaine,
480,BCE5,8,128351899,128353121,hg19,Human,8,127339654,127340876,Unknown,Unknown,Cell Line,,MCF10A Cell Line,Y,Luciferase Assay,"We selected the best 11 SNP regions for cloning, based on the number of chromatin biofeatures (5 or more coinciding biofeatures), and named them breast cancer enhancer 1 (BCE1) through BCE11 (Table S10).",e63925,Comprehensive Functional Annotation of Seventy-One Breast Cancer Risk Loci,"Rhie, S. K.",2013,PLOS One,"8, e63925",10.1371/journal.pone.0063925,23717510,Charmaine,
480,BCE5,8,128351899,128353121,hg19,Human,8,127339654,127340876,Unknown,Unknown,Cell Line,,HMEC Cell Line,Y,Luciferase Assay,"We selected the best 11 SNP regions for cloning, based on the number of chromatin biofeatures (5 or more coinciding biofeatures), and named them breast cancer enhancer 1 (BCE1) through BCE11 (Table S10).",e63925,Comprehensive Functional Annotation of Seventy-One Breast Cancer Risk Loci,"Rhie, S. K.",2013,PLOS One,"8, e63925",10.1371/journal.pone.0063925,23717510,Charmaine,
481,BCE6,10,80833975,80835085,hg19,Human,10,79074218,79075328,Unknown,Unknown,Cell Line,,MCF7 Cell Line,Y,Luciferase Assay,"We selected the best 11 SNP regions for cloning, based on the number of chromatin biofeatures (5 or more coinciding biofeatures), and named them breast cancer enhancer 1 (BCE1) through BCE11 (Table S10).",e63925,Comprehensive Functional Annotation of Seventy-One Breast Cancer Risk Loci,"Rhie, S. K.",2013,PLOS One,"8, e63925",10.1371/journal.pone.0063925,23717510,Charmaine,
481,BCE6,10,80833975,80835085,hg19,Human,10,79074218,79075328,Unknown,Unknown,Cell Line,,MDAMB231 Cell Line,Y,Luciferase Assay,"We selected the best 11 SNP regions for cloning, based on the number of chromatin biofeatures (5 or more coinciding biofeatures), and named them breast cancer enhancer 1 (BCE1) through BCE11 (Table S10).",e63925,Comprehensive Functional Annotation of Seventy-One Breast Cancer Risk Loci,"Rhie, S. K.",2013,PLOS One,"8, e63925",10.1371/journal.pone.0063925,23717510,Charmaine,
481,BCE6,10,80833975,80835085,hg19,Human,10,79074218,79075328,Unknown,Unknown,Cell Line,,MCF10A Cell Line,Y,Luciferase Assay,"We selected the best 11 SNP regions for cloning, based on the number of chromatin biofeatures (5 or more coinciding biofeatures), and named them breast cancer enhancer 1 (BCE1) through BCE11 (Table S10).",e63925,Comprehensive Functional Annotation of Seventy-One Breast Cancer Risk Loci,"Rhie, S. K.",2013,PLOS One,"8, e63925",10.1371/journal.pone.0063925,23717510,Charmaine,
481,BCE6,10,80833975,80835085,hg19,Human,10,79074218,79075328,Unknown,Unknown,Cell Line,,HMEC Cell Line,Y,Luciferase Assay,"We selected the best 11 SNP regions for cloning, based on the number of chromatin biofeatures (5 or more coinciding biofeatures), and named them breast cancer enhancer 1 (BCE1) through BCE11 (Table S10).",e63925,Comprehensive Functional Annotation of Seventy-One Breast Cancer Risk Loci,"Rhie, S. K.",2013,PLOS One,"8, e63925",10.1371/journal.pone.0063925,23717510,Charmaine,
482,BCE7,12,28151557,28152263,hg19,Human,12,27998624,27999330,Unknown,Unknown,Cell Line,,MCF7 Cell Line,Y,Luciferase Assay,"We selected the best 11 SNP regions for cloning, based on the number of chromatin biofeatures (5 or more coinciding biofeatures), and named them breast cancer enhancer 1 (BCE1) through BCE11 (Table S10).",e63925,Comprehensive Functional Annotation of Seventy-One Breast Cancer Risk Loci,"Rhie, S. K.",2013,PLOS One,"8, e63925",10.1371/journal.pone.0063925,23717510,Charmaine,
482,BCE7,12,28151557,28152263,hg19,Human,12,27998624,27999330,Unknown,Unknown,Cell Line,,HMEC Cell Line,Y,Luciferase Assay,"We selected the best 11 SNP regions for cloning, based on the number of chromatin biofeatures (5 or more coinciding biofeatures), and named them breast cancer enhancer 1 (BCE1) through BCE11 (Table S10).",e63925,Comprehensive Functional Annotation of Seventy-One Breast Cancer Risk Loci,"Rhie, S. K.",2013,PLOS One,"8, e63925",10.1371/journal.pone.0063925,23717510,Charmaine,
483,BCE8,12,28152319,28152861,hg19,Human,12,27999386,27999928,Unknown,Unknown,Cell Line,,MCF7 Cell Line,Y,Luciferase Assay,"We selected the best 11 SNP regions for cloning, based on the number of chromatin biofeatures (5 or more coinciding biofeatures), and named them breast cancer enhancer 1 (BCE1) through BCE11 (Table S10).",e63925,Comprehensive Functional Annotation of Seventy-One Breast Cancer Risk Loci,"Rhie, S. K.",2013,PLOS One,"8, e63925",10.1371/journal.pone.0063925,23717510,Charmaine,
483,BCE8,12,28152319,28152861,hg19,Human,12,27999386,27999928,Unknown,Unknown,Cell Line,,MDAMB231 Cell Line,Y,Luciferase Assay,"We selected the best 11 SNP regions for cloning, based on the number of chromatin biofeatures (5 or more coinciding biofeatures), and named them breast cancer enhancer 1 (BCE1) through BCE11 (Table S10).",e63925,Comprehensive Functional Annotation of Seventy-One Breast Cancer Risk Loci,"Rhie, S. K.",2013,PLOS One,"8, e63925",10.1371/journal.pone.0063925,23717510,Charmaine,
483,BCE8,12,28152319,28152861,hg19,Human,12,27999386,27999928,Unknown,Unknown,Cell Line,,MCF10A Cell Line,Y,Luciferase Assay,"We selected the best 11 SNP regions for cloning, based on the number of chromatin biofeatures (5 or more coinciding biofeatures), and named them breast cancer enhancer 1 (BCE1) through BCE11 (Table S10).",e63925,Comprehensive Functional Annotation of Seventy-One Breast Cancer Risk Loci,"Rhie, S. K.",2013,PLOS One,"8, e63925",10.1371/journal.pone.0063925,23717510,Charmaine,
483,BCE8,12,28152319,28152861,hg19,Human,12,27999386,27999928,Unknown,Unknown,Cell Line,,HMEC Cell Line,Y,Luciferase Assay,"We selected the best 11 SNP regions for cloning, based on the number of chromatin biofeatures (5 or more coinciding biofeatures), and named them breast cancer enhancer 1 (BCE1) through BCE11 (Table S10).",e63925,Comprehensive Functional Annotation of Seventy-One Breast Cancer Risk Loci,"Rhie, S. K.",2013,PLOS One,"8, e63925",10.1371/journal.pone.0063925,23717510,Charmaine,
484,BCE9,14,69010612,69011886,hg19,Human,14,68543895,68545169,Unknown,Unknown,Cell Line,,MDAMB231 Cell Line,Y,Luciferase Assay,"We selected the best 11 SNP regions for cloning, based on the number of chromatin biofeatures (5 or more coinciding biofeatures), and named them breast cancer enhancer 1 (BCE1) through BCE11 (Table S10).",e63925,Comprehensive Functional Annotation of Seventy-One Breast Cancer Risk Loci,"Rhie, S. K.",2013,PLOS One,"8, e63925",10.1371/journal.pone.0063925,23717510,Charmaine,
484,BCE9,14,69010612,69011886,hg19,Human,14,68543895,68545169,Unknown,Unknown,Cell Line,,HMEC Cell Line,Y,Luciferase Assay,"We selected the best 11 SNP regions for cloning, based on the number of chromatin biofeatures (5 or more coinciding biofeatures), and named them breast cancer enhancer 1 (BCE1) through BCE11 (Table S10).",e63925,Comprehensive Functional Annotation of Seventy-One Breast Cancer Risk Loci,"Rhie, S. K.",2013,PLOS One,"8, e63925",10.1371/journal.pone.0063925,23717510,Charmaine,
485,BCE10,16,53801475,53803839,hg19,Human,16,53767563,53769927,Unknown,Unknown,Cell Line,,MDAMB231 Cell Line,Y,Luciferase Assay,"We selected the best 11 SNP regions for cloning, based on the number of chromatin biofeatures (5 or more coinciding biofeatures), and named them breast cancer enhancer 1 (BCE1) through BCE11 (Table S10).",e63925,Comprehensive Functional Annotation of Seventy-One Breast Cancer Risk Loci,"Rhie, S. K.",2013,PLOS One,"8, e63925",10.1371/journal.pone.0063925,23717510,Charmaine,
485,BCE10,16,53801475,53803839,hg19,Human,16,53767563,53769927,Unknown,Unknown,Cell Line,,MCF10A Cell Line,Y,Luciferase Assay,"We selected the best 11 SNP regions for cloning, based on the number of chromatin biofeatures (5 or more coinciding biofeatures), and named them breast cancer enhancer 1 (BCE1) through BCE11 (Table S10).",e63925,Comprehensive Functional Annotation of Seventy-One Breast Cancer Risk Loci,"Rhie, S. K.",2013,PLOS One,"8, e63925",10.1371/journal.pone.0063925,23717510,Charmaine,
486,BCE11,16,53817841,53818941,hg19,Human,16,53783929,53785029,Unknown,Unknown,Cell Line,,HMEC Cell Line,Y,Luciferase Assay,"We selected the best 11 SNP regions for cloning, based on the number of chromatin biofeatures (5 or more coinciding biofeatures), and named them breast cancer enhancer 1 (BCE1) through BCE11 (Table S10).",e63925,Comprehensive Functional Annotation of Seventy-One Breast Cancer Risk Loci,"Rhie, S. K.",2013,PLOS One,"8, e63925",10.1371/journal.pone.0063925,23717510,Charmaine,
493,elt2,1,57385965,57387636,mm9,Mouse,2,199851668,199852307,Unknown,Unknown,Brain,Dorsal Cerebral Wall,Cortical Neurons,Y,Luciferase Assay,"Transient transgenesis experiments are low throughput and costly. To provide a higher-throughput cost-effective assay we also tested our ten candidates in a transient transfection system, where the dorsal cerebral wall is dissected and dissociated from the brains of E14.5 mice and then left to incubate for two additional days along with the transfected reporter constructs (see Methods).",e1003728,The Enhancer Landscape during Early Neocortical Development Reveals Patterns of Dense Regulation and Co-option,"Wenger, A. M.",2013,PLOS Genetics,"9, e1003728",10.1371/journal.pgen.1003728,24009522,Charmaine,
494,elt3,11,98144420,98146143,mm9,Mouse,17,39562478,39563489,Unknown,Unknown,Brain,Dorsal Cerebral Wall,Cortical Neurons,Y,Luciferase Assay,"Transient transgenesis experiments are low throughput and costly. To provide a higher-throughput cost-effective assay we also tested our ten candidates in a transient transfection system, where the dorsal cerebral wall is dissected and dissociated from the brains of E14.5 mice and then left to incubate for two additional days along with the transfected reporter constructs (see Methods).",e1003728,The Enhancer Landscape during Early Neocortical Development Reveals Patterns of Dense Regulation and Co-option,"Wenger, A. M.",2013,PLOS Genetics,"9, e1003728",10.1371/journal.pgen.1003728,24009522,Charmaine,
495,elt4,2,61588485,61590122,mm9,Mouse,2,161355212,161356563,Unknown,Unknown,Brain,Dorsal Cerebral Wall,Cortical Neurons,Y,Luciferase Assay,"Transient transgenesis experiments are low throughput and costly. To provide a higher-throughput cost-effective assay we also tested our ten candidates in a transient transfection system, where the dorsal cerebral wall is dissected and dissociated from the brains of E14.5 mice and then left to incubate for two additional days along with the transfected reporter constructs (see Methods).",e1003728,The Enhancer Landscape during Early Neocortical Development Reveals Patterns of Dense Regulation and Co-option,"Wenger, A. M.",2013,PLOS Genetics,"9, e1003728",10.1371/journal.pgen.1003728,24009522,Charmaine,
496,elt6,13,47508498,47509924,mm9,Mouse,6,18675802,18676971,Unknown,Unknown,Brain,Dorsal Cerebral Wall,Cortical Neurons,Y,Luciferase Assay,"Transient transgenesis experiments are low throughput and costly. To provide a higher-throughput cost-effective assay we also tested our ten candidates in a transient transfection system, where the dorsal cerebral wall is dissected and dissociated from the brains of E14.5 mice and then left to incubate for two additional days along with the transfected reporter constructs (see Methods).",e1003728,The Enhancer Landscape during Early Neocortical Development Reveals Patterns of Dense Regulation and Co-option,"Wenger, A. M.",2013,PLOS Genetics,"9, e1003728",10.1371/journal.pgen.1003728,24009522,Charmaine,
497,elt8,5,132504759,132506268,mm9,Mouse,7,70135662,70136536,Unknown,Unknown,Brain,Dorsal Cerebral Wall,Cortical Neurons,Y,Luciferase Assay,"Transient transgenesis experiments are low throughput and costly. To provide a higher-throughput cost-effective assay we also tested our ten candidates in a transient transfection system, where the dorsal cerebral wall is dissected and dissociated from the brains of E14.5 mice and then left to incubate for two additional days along with the transfected reporter constructs (see Methods).",e1003728,The Enhancer Landscape during Early Neocortical Development Reveals Patterns of Dense Regulation and Co-option,"Wenger, A. M.",2013,PLOS Genetics,"9, e1003728",10.1371/journal.pgen.1003728,24009522,Charmaine,
504,qui1,15,91922402,91923200,mm9,Mouse,12,40742075,40742505,Unknown,Unknown,Cell Line,,NS5 Cells,Y,Luciferase Assay,We also examined whether epigenomically defined regulatory elements displayed enhancer activity in a luciferase reporter assay.,1775,Epigenomic enhancer annotation reveals a key role for NFIX in neural stem cell quiescence,"Martynoga, B.",2013,Genes & Development,"27, 1769-1786",10.1101/gad.216804.113,23964093,Charmaine,Only active in quiscent cells
505,qui2,2,8460073,8460614,mm9,Mouse,Not Found,Not Found,Not Found,Unknown,Unknown,Cell Line,,NS5 Cells,Y,Luciferase Assay,We also examined whether epigenomically defined regulatory elements displayed enhancer activity in a luciferase reporter assay.,1775,Epigenomic enhancer annotation reveals a key role for NFIX in neural stem cell quiescence,"Martynoga, B.",2013,Genes & Development,"27, 1769-1787",10.1101/gad.216804.114,23964094,Charmaine,Only active in quiscent cells
506,qui3,2,102585717,102586303,mm9,Mouse,11,35304278,35303784,Unknown,Unknown,Cell Line,,NS5 Cells,Y,Luciferase Assay,We also examined whether epigenomically defined regulatory elements displayed enhancer activity in a luciferase reporter assay.,1775,Epigenomic enhancer annotation reveals a key role for NFIX in neural stem cell quiescence,"Martynoga, B.",2013,Genes & Development,"27, 1769-1788",10.1101/gad.216804.115,23964095,Charmaine,Only active in quiscent cells
507,qui4,19,40439487,40440075,mm9,Mouse,10,95399020,95399222,Unknown,Unknown,Cell Line,,NS5 Cells,Y,Luciferase Assay,We also examined whether epigenomically defined regulatory elements displayed enhancer activity in a luciferase reporter assay.,1775,Epigenomic enhancer annotation reveals a key role for NFIX in neural stem cell quiescence,"Martynoga, B.",2013,Genes & Development,"27, 1769-1789",10.1101/gad.216804.116,23964096,Charmaine,Only active in quiscent cells
508,qui6,3,34986860,34988498,mm9,Mouse,3,182241340,182242710,Unknown,Unknown,Cell Line,,NS5 Cells,Y,Luciferase Assay,We also examined whether epigenomically defined regulatory elements displayed enhancer activity in a luciferase reporter assay.,1775,Epigenomic enhancer annotation reveals a key role for NFIX in neural stem cell quiescence,"Martynoga, B.",2013,Genes & Development,"27, 1769-1790",10.1101/gad.216804.117,23964097,Charmaine,Only active in quiscent cells
509,qui7,8,12429855,12430643,mm9,Mouse,13,112103761,112104409,Unknown,Unknown,Cell Line,,NS5 Cells,Y,Luciferase Assay,We also examined whether epigenomically defined regulatory elements displayed enhancer activity in a luciferase reporter assay.,1775,Epigenomic enhancer annotation reveals a key role for NFIX in neural stem cell quiescence,"Martynoga, B.",2013,Genes & Development,"27, 1769-1791",10.1101/gad.216804.118,23964098,Charmaine,Only active in quiscent cells
511,hs1202,1,164604141,164605474,hg19,Human,1,164634904,164636237,Unknown,Unknown,Embryo,Hindbrain,Rombencephalon,Y,Transgenic Reporter Mice,"To validate candidate telencephalon enhancer sequences and define their in vivo activities in greater detail, we selected 329 elements predicted to be enhancers by conservation and/or ChIP-seq for experimental testing (Table S1D).",896,A high-resolution enhancer atlas of the developing telencephalon,"Visel, A.",2013,Cell,"152, 895-908",10.1016/j.cell.2012.12.041,23375746,Charmaine,Chose 3 different regions to curate
511,hs1202,1,164604141,164605474,hg19,Human,1,164634904,164636237,Unknown,Unknown,Embryo,Forebrain,,Y,Transgenic Reporter Mice,"To validate candidate telencephalon enhancer sequences and define their in vivo activities in greater detail, we selected 329 elements predicted to be enhancers by conservation and/or ChIP-seq for experimental testing (Table S1D).",896,A high-resolution enhancer atlas of the developing telencephalon,"Visel, A.",2013,Cell,"152, 895-908",10.1016/j.cell.2012.12.041,23375746,Charmaine,Chose 3 different regions to curate
512,hs1538,14,36911162,36914360,hg19,Human,14,36441957,36445155,Unknown,Unknown,Embryo,Forebrain,,Y,Transgenic Reporter Mice,"To validate candidate telencephalon enhancer sequences and define their in vivo activities in greater detail, we selected 329 elements predicted to be enhancers by conservation and/or ChIP-seq for experimental testing (Table S1D).",896,A high-resolution enhancer atlas of the developing telencephalon,"Visel, A.",2013,Cell,"152, 895-908",10.1016/j.cell.2012.12.041,23375746,Charmaine,Chose 3 different regions to curate
